120
t_index tf-idf
66 0.06218456522882724
201 0.04755538725119509
333 0.023723387086798435
841 0.09049414099872469
935 0.05656061244933565
952 0.17829145087291146
1006 0.06335955552075605
1083 0.1602188361124871
1488 0.03152029971375401
1594 0.05351496856346571
1702 0.05791569827013085
1856 0.08243690241816726
1925 0.04193965570550536
1953 0.10176082129204501
2028 0.11427222569066627
2030 0.06876140148562832
2133 0.095206876370309
2834 0.11287935265829238
2940 0.12445466551625273
3102 0.08927913915970008
3224 0.07731005131139009
3281 0.03715313317943021
3283 0.0930912246266835
3372 0.08811374330045431
3435 0.0719750322946874
3501 0.08197269326043613
3947 0.05310292151483266
4082 0.09448409765905737
4208 0.07713672616610331
4243 0.11287935265829238
4244 0.038627552092848905
4267 0.05368540628868821
4454 0.07469596962744848
4555 0.05637217457586255
4663 0.07296524372677848
4668 0.0930912246266835
4845 0.04530215338981716
4863 0.10366474226899773
4876 0.03763619435249291
4919 0.06312065676948814
5111 0.0694910111280912
5376 0.12657031725987825
5449 0.1482323490720237
5497 0.09670976200194338
5596 0.06061681732081892
5806 0.0864502688659369
5843 0.02220822726389433
5892 0.03696217437927619
5903 0.049260265948488154
5983 0.06039971943672705
6032 0.10466653748464383
6179 0.22237696255629444
6240 0.06894484141058177
6266 0.048253422861875006
6314 0.08338859835067863
6410 0.04018228656054997
6616 0.16742297281119184
6629 0.09049414099872469
6772 0.04093786048985925
6986 0.11427222569066627
7004 0.13650780191914846
7060 0.028678077684999765
7070 0.032889588908207
7339 0.13206170185648544
7363 0.06433565860851272
7399 0.08754841325903008
7721 0.03956297356427305
7755 0.06560467793608434
7922 0.05107346152859802
7961 0.14864352325452676
8016 0.03485332064358366
8087 0.019814211390371452
8089 0.045816549904475444
8092 0.130239647680936
8209 0.060835578806448506
8270 0.11427222569066627
8312 0.04673966792335902
8359 0.13156401442151036
8388 0.06172778373711425
8472 0.0769216339703345
8587 0.13725721789534223
8716 0.11573655867068922
8833 0.1404307080808782
8886 0.11891185414859932
9183 0.029645427747574553
9355 0.0864502688659369
9370 0.08869049492001835
9371 0.122975552680433
9559 0.14864352325452676
9566 0.10570476950699718
9590 0.09912372611699043
9707 0.10451422299670905
9957 0.0864502688659369
10043 0.06288374060332325
10082 0.05975815908517633
10127 0.1079018713320632
10140 0.14864352325452676
10191 0.17411654966294995
10216 0.07770382630173975
10358 0.06832561526884541
10514 0.15384848175388405
10687 0.05563062030709122
10702 0.07850805509443189
10740 0.04978619166918555
10798 0.15878193249307232
10805 0.06720593316505157
10920 0.03476507255421016
11457 0.06720593316505157
11596 0.06861253461037559
11646 0.06861253461037559
11670 0.1404307080808782
11689 0.03051579272093372
11704 0.046340385412170504
11745 0.05368540628868821
11852 0.07070601296711579
11854 0.08444765413401516
11857 0.05851673592619115
11867 0.08699406119666046
11934 0.023131078824243194
11972 0.06105602958668373
