204
t_index tf-idf
27 0.04034237125692552
67 0.05374168692927581
227 0.030474016667693584
245 0.11449584825148515
279 0.046975793780052205
324 0.03644729066703664
332 0.031061865522095576
362 0.035116473326354286
378 0.10315593754789502
444 0.023335224759515476
464 0.07132078341847758
470 0.06720927109446141
558 0.0346130479770649
580 0.03774524238307639
615 0.028145718585470023
696 0.04036563475874739
728 0.03086355966455494
753 0.018290134911599448
833 0.0492359378677446
913 0.09652251502476833
935 0.032412984871095216
1281 0.07854918179805154
1413 0.08266069412206771
1453 0.04751223636140828
1541 0.05998087271488745
1550 0.08138428010813371
1551 0.03965342596960543
1627 0.06632472957371126
1649 0.06319905960764115
1650 0.11449584825148515
1670 0.04864096201129734
1742 0.05414565888453495
1776 0.05221872454187171
1906 0.06392629190737183
2065 0.054984818870121126
2133 0.05455985905703015
2222 0.05159699540124217
2231 0.07506390662561784
2274 0.06250278291399797
2300 0.01567708223199083
2365 0.07854918179805154
2399 0.03835690363917108
2430 0.09652251502476833
2453 0.17465818481723627
2477 0.0646873608953509
2512 0.05885214706499839
2533 0.08115654672330458
2544 0.14730591500006174
2566 0.0646873608953509
2658 0.0918160268443049
2712 0.11449584825148515
2714 0.02953890313469146
2729 0.12502654850357114
2738 0.042805748180944826
2739 0.08047611614071477
2751 0.05455985905703015
2771 0.11449584825148515
2868 0.04386160051240869
3049 0.05150730667830354
3082 0.037301051307707216
3145 0.0851826043211782
3287 0.07526620261096195
3372 0.05049502303553537
3407 0.11449584825148515
3458 0.11673442768439543
3674 0.02972169870048278
3741 0.0851826043211782
3823 0.015178379074374063
3833 0.060575848571334724
3895 0.11449584825148515
3999 0.025246615126723222
4048 0.10315593754789502
4123 0.05116287221040784
4244 0.04645519865199653
4296 0.04267633066119297
4454 0.07247643184432576
4505 0.13625790914606592
4542 0.07019205776858851
4646 0.027491229993566475
4668 0.05334745019176078
4742 0.04954174177947112
4797 0.19268624223213934
4876 0.021568037284703773
4881 0.07526620261096195
4919 0.03617232565781815
4920 0.07384269361758809
5088 0.021568037284703773
5159 0.031161927197546062
5180 0.09099258570283861
5233 0.07019205776858851
5250 0.026405331679486266
5285 0.022369038030208715
5370 0.11449584825148515
5379 0.04864096201129734
5410 0.10315593754789502
5449 0.0849469742249024
5596 0.03473745947347364
5597 0.07526620261096195
5638 0.058315704483642324
5644 0.015254120102880131
5645 0.0646873608953509
5650 0.10315593754789502
5676 0.08816539099530533
5682 0.02436207360597307
5766 0.08266069412206771
5787 0.06913620543712466
5849 0.08044520903741614
5871 0.05374168692927581
5890 0.02963004561518957
5983 0.05860498459295356
6042 0.03146583747735471
6047 0.026632033222945172
6063 0.03915511233194525
6066 0.06632472957371126
6281 0.060575848571334724
6416 0.16342682417474147
6446 0.044081201567145706
6491 0.04483546917193152
6772 0.02346011111356698
6859 0.02409925617990394
6897 0.08440909434106823
7004 0.09696162749892892
7062 0.0646873608953509
7070 0.03191229809027893
7135 0.05455985905703015
7168 0.04321994835344003
7185 0.042602515344617925
7268 0.037813251085453005
7288 0.17308554774073012
7331 0.023027117104500464
7473 0.0618349337391255
7627 0.0424017762256857
7721 0.013390572251506909
7900 0.06632472957371126
7922 0.04955584982688269
7932 0.07009451342024174
7988 0.025107379963446516
8127 0.07974603057445574
8412 0.06632472957371126
8421 0.08047611614071477
8424 0.12075658336032181
8458 0.10315593754789502
8476 0.03835690363917108
8484 0.0851826043211782
8609 0.06720927109446141
8656 0.04301153747214626
8691 0.11449584825148515
8692 0.034489521691971024
8719 0.03931953615752834
8803 0.054984818870121126
8893 0.06632472957371126
9017 0.02655611646056436
9027 0.07253319228374695
9182 0.039485629289060145
9183 0.016988797671524624
9202 0.10315593754789502
9265 0.10315593754789502
9284 0.03330354664322377
9320 0.03448957544429382
9361 0.039994272317531436
9384 0.08816539099530533
9389 0.028914738986940337
9546 0.028914738986940337
9587 0.0618349337391255
9643 0.055421112270735824
9829 0.07132078341847758
9948 0.05729286938424515
10036 0.010681028387224503
10043 0.03603655697043876
10052 0.03274129086355558
10058 0.060575848571334724
10066 0.05998087271488745
10103 0.06720927109446141
10110 0.017750744310965887
10162 0.0851826043211782
10229 0.05414565888453495
10331 0.022844999829425727
10356 0.06814438462746353
10365 0.03341835436305135
10501 0.06548556958812508
10618 0.09543810650841861
10667 0.02574348728828782
10670 0.060336794957675646
10674 0.1410462022312631
10733 0.0918160268443049
10740 0.013595075326037511
10753 0.08285541927604882
10771 0.02033171606496602
10780 0.09652251502476833
10805 0.0808248207981385
10849 0.037447779044019025
10866 0.08549550588492622
10920 0.019922693937437674
11109 0.0851826043211782
11192 0.03679107267192298
11327 0.020751227074364272
11402 0.05185914890405103
11474 0.11449584825148515
11604 0.045706938511680714
11777 0.0918160268443049
11798 0.11537847270298236
11833 0.04724181643707418
11834 0.038201831075880995
11934 0.02244375521534085
