224
t_index tf-idf
26 0.12798631435455327
27 0.09463840824951911
67 0.06007379780414931
74 0.0626016376690692
105 0.10263424441967817
113 0.04927506636316794
116 0.10066913763639725
193 0.04089733093006478
198 0.069867169371022
206 0.05681405603853307
319 0.09199954028259383
326 0.04074169039245158
327 0.06098837101128341
333 0.03189243093060948
363 0.050911285997404285
379 0.0328172469670544
420 0.12798631435455327
484 0.03146198610365798
509 0.052808080480918666
580 0.042192573187618265
581 0.033019322534573056
615 0.05326977306622469
629 0.04089733093006478
661 0.05563735342821649
663 0.07059754158555923
696 0.04512171312977816
797 0.10263424441967817
940 0.08780423419211601
956 0.02417181186901139
1096 0.10068389947875177
1145 0.052510713721101616
1149 0.04089733093006478
1175 0.06359381561268046
1178 0.054048396573783714
1226 0.08587743766444787
1379 0.03417250783045082
1488 0.034187218448536956
1514 0.1224300251807117
1539 0.03528795430059075
1594 0.0342810402130119
1711 0.12798631435455327
1726 0.11531027938711572
1830 0.05920279258137555
1925 0.02686603509923081
1927 0.06640637738916912
1937 0.12798631435455327
1994 0.08277500729375266
2035 0.12798631435455327
2041 0.04739776283671177
2079 0.0430513061901894
2088 0.06578639758322924
2109 0.05757615184094877
2122 0.08587743766444787
2128 0.04089733093006478
2148 0.08697250607429158
2211 0.02853660813209899
2228 0.07512819922467845
2242 0.049776129289803364
2300 0.02967110647051717
2463 0.08780423419211601
2557 0.06771319411089737
2730 0.05796944985476684
2760 0.048723208882230466
2764 0.10953017367638075
2765 0.06518674868853916
2776 0.06578639758322924
2962 0.08780423419211601
3102 0.05719113440358444
3193 0.032224081906073676
3314 0.06518674868853916
3331 0.09240018519654317
3350 0.06460613951736553
3376 0.08107941109250204
3573 0.05472525348486175
3582 0.04074169039245158
3592 0.06964167735139032
3823 0.016966770632054023
3947 0.020091040081218633
3999 0.028221295962627232
4188 0.04287630339265669
4480 0.045095708607320525
4536 0.04236112417602227
4546 0.08254320433845955
4576 0.036973535666501266
4583 0.09223895867100507
4693 0.07310217758845514
4700 0.02290174557011911
4780 0.04137236160634617
4867 0.05055444474098575
4977 0.044515099436146906
5011 0.03983467875366407
5171 0.045095708607320525
5174 0.0522181050341059
5190 0.11138605358724019
5246 0.07145840322181027
5250 0.029516538220180723
5285 0.05966849950550896
5293 0.038011411470952064
5300 0.069867169371022
5329 0.03505935566419428
5393 0.07145840322181027
5498 0.07413943665500235
5644 0.017051435842469535
5674 0.05503715914345982
5765 0.08995820945224062
5828 0.07728217448480308
5843 0.029855532496840136
5845 0.03528795430059075
5901 0.0302875604896969
5951 0.08254320433845955
5995 0.02101589374834416
6055 0.056444595941780015
6091 0.02943284172266785
6191 0.04082057625038449
6239 0.031276323059373
6266 0.030910557811159776
6276 0.06771319411089737
6282 0.021121603018317905
6390 0.10096763231491553
6397 0.04878736672012726
6464 0.03395735649256508
6600 0.042115413877216616
6639 0.05749480240465552
6646 0.06098837101128341
6731 0.07064548482220438
6772 0.04440159491160702
6818 0.12798631435455327
6859 0.02693874952022191
6915 0.03954207006666836
6998 0.02853660813209899
7006 0.03312120387209075
7070 0.021068672003694368
7074 0.11275915688059134
7076 0.12798631435455327
7213 0.036973535666501266
7269 0.03039338083908368
7309 0.08780423419211601
7356 0.038830398446285
7435 0.03353450175120747
7572 0.14662410021648295
7606 0.04699887498985171
7612 0.06007379780414931
7634 0.037615273539000224
7693 0.21669966729967075
7721 0.03141269102309508
7866 0.027232533392951126
7895 0.06912063090921756
7897 0.11531027938711572
8040 0.06349745748332479
8046 0.07413943665500235
8075 0.06646291723909761
8090 0.04043432764835415
8115 0.04089733093006478
8141 0.06460613951736553
8176 0.05796944985476684
8217 0.04413802107109553
8235 0.03528795430059075
8272 0.062452164257240914
8275 0.05505819957189597
8294 0.09240018519654317
8312 0.07144771670946658
8333 0.09883135858500416
8381 0.046315337307950476
8431 0.12798631435455327
8461 0.034390220553933475
8506 0.03897053440239665
8574 0.04013204551348112
8692 0.04793753757458445
8693 0.06704811526166807
8706 0.05437208029423053
8736 0.03353450175120747
8750 0.062388827980838224
8792 0.056082452369543706
8885 0.052808080480918666
8976 0.08792531010489377
9077 0.02298857626888715
9080 0.06516187853209748
9118 0.08780423419211601
9123 0.049523881803886484
9171 0.032030559964896954
9183 0.029267706697520924
9312 0.059608464539242415
9316 0.04529341488732929
9360 0.037615273539000224
9363 0.05437208029423053
9366 0.12530602005104566
9397 0.028378272486856475
9501 0.0666184816723036
9589 0.03855330749699225
9644 0.047849332762135224
9724 0.051429804829545955
9853 0.056444595941780015
9861 0.09463840824951911
9870 0.08995820945224062
9901 0.058782368254372726
10036 0.020215364428289355
10110 0.019842224640500093
10137 0.03353450175120747
10282 0.1272030986978102
10331 0.025536710494309747
10365 0.08914210160015754
10369 0.062452164257240914
10461 0.021388580793219397
10553 0.08427831296621788
10607 0.030820248231159017
10608 0.05963311014788699
10715 0.02943284172266785
10784 0.042559345320147136
10845 0.07512819922467845
10920 0.02227008409480364
10922 0.11310501418694321
11192 0.0411259784903936
11292 0.08587743766444787
11330 0.028696326638908625
11615 0.024809076792292592
11663 0.023616663423365457
11689 0.01954804693863613
11691 0.08587743766444787
11704 0.05026122509818569
11707 0.03528795430059075
11733 0.031001315579496994
11878 0.014190000131793262
11939 0.07243354130602578
11940 0.13993877013584977
