43
t_index tf-idf
77 0.1561481270330381
101 0.15061069034332814
327 0.23995339875055025
363 0.08394018546441459
481 0.12489423461238287
484 0.12378442597882477
512 0.23127407430891417
661 0.15531629858075396
696 0.10485055665634421
1149 0.16090696297954027
1175 0.10485055665634421
1860 0.15388176119291125
1912 0.10047194857663605
1994 0.09584492251001028
2639 0.14160505619699423
2714 0.12991162963092737
2760 0.1132194506598583
3011 0.23462124370241147
3082 0.16404943474830533
3592 0.11482199277438541
3797 0.11746269893376014
4799 0.14748188581110597
5173 0.13929131450156695
5644 0.06708737938287519
5903 0.12415246343889023
6687 0.14448348669122552
6998 0.11227478282446504
7269 0.05698055467328634
7713 0.23292819696392122
7891 0.19995243125560347
8087 0.049938487091928364
8244 0.15557480793140147
8736 0.22339139594714008
9077 0.07008805342625567
9501 0.12489423461238287
9724 0.11950884155473875
10290 0.15388176119291125
10606 0.17077874372629884
10607 0.12125956458214009
10715 0.11580093531166002
10816 0.2363550906498565
10936 0.2779484663778304
11330 0.11290318128661193
