125
t_index tf-idf
55 0.09265377281884009
195 0.15556880192131928
393 0.08493625860186575
445 0.07903241356749856
558 0.05346753621073253
574 0.04426302237826637
803 0.17686425409346263
1041 0.07023011038774653
1390 0.12431322594600511
1539 0.048764414752725804
1594 0.04737296044033355
1797 0.08301596536141184
1856 0.07297547250631446
1857 0.07700959806649019
1891 0.09008155084173901
1912 0.07405829317541117
1925 0.03712616682679868
2030 0.0359505268282467
2049 0.06342877082474703
2148 0.07098454559321837
2172 0.0536597173845394
2231 0.055252162365391135
2233 0.0935728451054005
2274 0.09654942294998439
2397 0.08493625860186575
2398 0.06676280445295531
2411 0.17686425409346263
2465 0.07700959806649019
2567 0.02213843684087338
2696 0.0637143298242674
2714 0.045629393112850136
2950 0.09176695542187506
3350 0.08927920718103344
3358 0.03557049406424623
3521 0.05385337122537664
3632 0.045911761442261195
3647 0.05695174064335655
3722 0.0523441644884494
3784 0.0623177478457183
3973 0.17686425409346263
3980 0.035664967828726316
4069 0.09992398858779107
4139 0.17686425409346263
4208 0.04032939823161134
4336 0.029041858035004187
4505 0.12431322594600511
4646 0.04246630739172582
4700 0.03164791617075952
4745 0.05252795949905758
4747 0.08630262933644954
4876 0.03331662138735798
4892 0.17686425409346263
5232 0.09176695542187506
5285 0.03455394484969759
5328 0.06878561995396369
5369 0.07559212174812553
5482 0.11406643233247024
5546 0.06023230107952449
5606 0.09874834858923907
5644 0.023563374699160696
5763 0.15934724471097678
5806 0.07652821774874652
5832 0.17686425409346263
5843 0.019659349521521416
5903 0.04360657761184176
5938 0.17686425409346263
5948 0.0623177478457183
6114 0.05346753621073253
6234 0.07903241356749856
6314 0.12498463800836374
6432 0.17686425409346263
6544 0.08181232347349376
6556 0.11626535797172492
6606 0.17686425409346263
6992 0.17686425409346263
6998 0.039434731260870715
7131 0.1052641291527182
7165 0.06986117387093523
7268 0.02783313555683934
7269 0.03388582363696576
7339 0.044800738463232466
7430 0.09992398858779107
7590 0.10644334508980131
7611 0.09008155084173901
7628 0.12768779158381177
7780 0.17686425409346263
7943 0.07176219779854759
8016 0.030853143043607187
8087 0.0457697995996709
8089 0.040558102983153856
8127 0.05162206671869801
8159 0.09654942294998439
8235 0.048764414752725804
8275 0.044936974386518495
8312 0.041375273105163146
8414 0.08181232347349376
8427 0.07605583572291466
8579 0.05739511521860326
8716 0.1024532679843516
8767 0.062047459680288373
8847 0.04296675349880632
9314 0.04426302237826637
9539 0.06741924921937993
9600 0.1024532679843516
9622 0.029482654720001302
9912 0.06809320122763204
9915 0.07098454559321837
10029 0.17686425409346263
10175 0.07821886285542679
10361 0.08850155497570421
10590 0.05784640761409718
10666 0.0475238367246937
10667 0.03976653080910733
10740 0.021000611756705104
10836 0.08927920718103344
10858 0.11626535797172492
11006 0.0935728451054005
11327 0.0320548766971024
11604 0.07060451282921791
11607 0.06878561995396369
11680 0.10381963871893536
11745 0.0475238367246937
11747 0.1024532679843516
11879 0.1024079125921161
11934 0.020476283766915942
